"entity_id","type","value"
"002","sports_club_coed","Yoga"
"010","sports_club_boys","Yoga"
"010","sports_club_girls","Yoga"
"010","sports_club_coed","Yoga"
"011","sports_club_coed","Yoga"
"057","sports_club_coed","Yoga"
"060","sports_club_coed","Yoga"
"062","sports_club_coed","Yoga"
"098","sports_club_coed","Yoga"
"113","sports_club_coed","Yoga"
"162","sports_club_coed","Yoga"
"187","sports_club_coed","Yoga"
"219","sports_club_coed","Yoga"
"234","sports_club_coed","Yoga"
"248","sports_club_coed","Yoga"
"257","sports_club_coed","Yoga"
"267","sports_club_coed","Yoga"
"279","sports_club_girls","Yoga"
"348","sports_club_coed","Yoga"
"359","sports_club_coed","Yoga"
"476","sports_club_boys","Yoga"
"476","sports_club_girls","Yoga"
"476","sports_club_coed","Yoga"
"486","sports_club_coed","Yoga"
